query_id,db_id,pident,identity_bin,true_label,pred_label_blast,blast_correct
gb|NP_253005.1|ARO:3004069|MvaT,gb|BCT36862.1|ARO:3007825|GES-47,23.881,lt_40,antibiotic efflux,antibiotic inactivation,0
gb|ACX31140.1|ARO:3001453|OXA-148,gb|WP_032061328.1|ARO:3006047|OXA-855,98.905,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AHA80961.1|ARO:3002005|CTX-M-147,gb|QWS81803.1|ARO:3008138|CTX-M-248,99.656,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAC14693.1|ARO:3002637|APH(2'')-IVa,gb|AAW34150.1|ARO:3004191|APH(2'')-If,32.414,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AFP97030.1|ARO:3001797|OXA-46,gb|WP_122634438.1|ARO:3005315|OXA-779,99.624,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CEP30258.1|ARO:3002458|LEN-8,gb|AYW19907.1|ARO:3004847|LEN-51,98.951,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABR10840.1|ARO:3002272|VIM-2,gb|WP_136512108.1|ARO:3005511|VIM-63,99.624,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ACD84988.1|ARO:3001651|OXA-130,gb|ABX45065.1|ARO:3001448|OXA-126,99.635,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AGZ83153.1|ARO:3001544|OXA-357,gb|BDU78995.1|ARO:3008601|OXA-1185,97.436,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAL03985.1|ARO:3000937|TEM-71,gb|AFN21551.1|ARO:3000890|TEM-19,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AIT76114.1|ARO:3002181|MIR-16,gb|AIT76111.1|ARO:3002175|MIR-10,99.738,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ACQ82807.1|ARO:3002497|PDC-1,gb|WP_003454242.1|ARO:3006745|PDC-374,100.0,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AHM76774.1|ARO:3001843|ACT-22,gb|WEY36195.1|ARO:3007899|ACT-117,98.425,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AEO44980.1|ARO:3001489|OXA-217,gb|AFZ84684.1|ARO:3003597|OXA-441,99.635,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ADX07747.1|ARO:3001667|OXA-202,gb|WP_109791216.1|ARO:3005869|OXA-654,99.635,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABP49606.1|ARO:3001818|ACC-4,gb|CAB46491.1|ARO:3001815|ACC-1,99.741,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AGW83450.1|ARO:3001539|OXA-352,gb|AGW16408.1|ARO:3001514|OXA-326,97.802,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AHL30280.1|ARO:3001566|OXA-380,gb|UMW71112.1|ARO:3008511|OXA-1093,99.635,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|KSC15183.1|ARO:3002537|AAC(3)-IIIb,gb|CAA39184.1|ARO:3002536|AAC(3)-IIIa,46.183,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ACV49885.1|ARO:3001442|OXA-117,gb|UOX08353.1|ARO:3008535|OXA-1117,99.27,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ACY56711.1|ARO:3002480|OXA-144,gb|ULU82615.1|ARO:3008485|OXA-1067,99.27,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AHL30277.1|ARO:3001563|OXA-377,gb|WP_162280230.1|ARO:3006097|OXA-910,99.635,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ADL13944.1|ARO:3000903|TEM-33,gb|CAD09800.1|ARO:3000873|TEM-1,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AFU91598.1|ARO:3001788|OXA-204,gb|UBJ91324.1|ARO:3007562|OXA-1039,98.868,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AGW16407.1|ARO:3001513|OXA-325,gb|AGW16408.1|ARO:3001514|OXA-326,97.802,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAT90846.1|ARO:3003556|SLB-1,gb|WP_011495276.1|ARO:3007017|SHD-1,55.238,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAA63262.1|ARO:3001864|CTX-M-1,gb|WP_116786829.1|ARO:3005645|CTX-M-222,99.656,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAA38429.1|ARO:3000874|TEM-2,gb|CAD09800.1|ARO:3000873|TEM-1,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AGE45503.1|ARO:3002162|FOX-10,gb|WP_064511492.1|ARO:3006472|FOX-14,97.644,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AIT76105.1|ARO:3002147|DHA-16,gb|BEK76843.1|ARO:3008168|DHA-30,99.472,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAL82592.1|ARO:3001094|SHV-36,gb|WKB12817.1|ARO:3009051|SHV-232,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ADP20705.1|ARO:3001373|TEM-182,gb|EAC0197234.1|ARO:3000966|TEM-103,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAB14620.1|ARO:3002627|aadK,gb|AAA27459.1|ARO:3004683|aadS,29.617,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|CAC17627.1|ARO:3002520|OCH-7,gb|CAC17626.1|ARO:3002519|OCH-6,99.231,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAA88908.1|ARO:3002402|OXY-2-7,gb|WP_063842752.1|ARO:3006129|OXY-2-14,99.655,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABC84263.1|ARO:3001704|OXA-87,gb|ULU82627.1|ARO:3008496|OXA-1078,98.905,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AHL39338.1|ARO:3001845|ACT-25,gb|WYI22699.1|ARO:3007922|ACT-157,99.475,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAU89706.1|ARO:3002464|LEN-16,gb|CTQ12020.1|ARO:3004840|LEN-34,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ19607.1|ARO:3002426|OKP-A-9,gb|WP_023289605.1|ARO:3006141|OKP-A-17,98.252,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAL78161.1|ARO:3002410|OXY-4-1,gb|VUS33624.1|ARO:3008803|OXY-4-2,99.655,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABA06590.1|ARO:3001123|SHV-69,gb|WP_063864666.1|ARO:3003590|SHV-190,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAN84550.1|ARO:3002276|VIM-6,gb|AAG27703.1|ARO:3002273|VIM-3,99.624,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ47138.2|ARO:3001137|SHV-83,gb|WP_122630839.1|ARO:3005253|SHV-202,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAR89917.1|ARO:3001812|OXA-54,gb|XHO32903.1|ARO:3008717|OXA-1307,92.83,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ19619.1|ARO:3002443|OKP-B-10,gb|WP_087771722.1|ARO:3006147|OKP-B-34,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABU55430.1|ARO:3002591|AAC_6_IB_Su,gb|AKN19287.1|ARO:3002578|AAC(6')-Ib7,99.419,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAA76795.1|ARO:3000893|TEM-22,gb|CAA45828.1|ARO:3000875|TEM-3,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAM92461.1|ARO:3002680|catB8,gb|AID93387.1|ARO:3004660|catB11,80.097,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|ABA06589.1|ARO:3001122|SHV-67,gb|WP_063864666.1|ARO:3003590|SHV-190,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|BAI94487.1|ARO:3001177|SHV-133,gb|WP_115196748.1|ARO:3005225|SHV-210,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAC83905.2|ARO:3001612|OXA-51,gb|UTS94212.1|ARO:3008541|OXA-1123,99.635,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ACH59002.1|ARO:3002483|LRA-5,gb|WP_041881964.1|ARO:3006942|LUS-1,31.481,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|ACA34343.1|ARO:3002314|KPC-4,gb|AAK70220.1|ARO:3002312|KPC-2,99.317,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABF47916.1|ARO:3001628|OXA-93,gb|WP_122630864.1|ARO:3005888|OXA-680,99.635,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ADK11041.1|ARO:3001954|CTX-M-94,gb|WP_109791211.1|ARO:3005640|CTX-M-217,99.313,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABS12248.1|ARO:3002040|CMY-29,gb|CAB36900.1|ARO:3002018|CMY-7,99.738,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAC46344.1|ARO:3001408|OXA-13,gb|UZQ18796.1|ARO:3008587|OXA-1169,99.624,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAP43508.1|ARO:3001892|CTX-M-30,gb|AAG34108.1|ARO:3001875|CTX-M-12,98.969,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|BAQ02518.1|ARO:3003182|NDM-13,gb|AFB82585.1|ARO:3002355|NDM-4,99.63,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAQ42486.1|ARO:3001937|CTX-M-76,gb|AAC32890.1|ARO:3001868|CTX-M-5,99.656,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAB19430.2|ARO:3002242|CARB-3,gb|QYJ63007.1|ARO:3007837|CARB-58,99.342,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAS98184.1|ARO:3001106|SHV-49,gb|WP_063864620.1|ARO:3001341|SHV-132,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AET05998.1|ARO:3001399|OXA-4,gb|WP_110612827.1|ARO:3005996|OXA-796,99.638,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABI74448.1|ARO:3001018|TEM-151,gb|WP_075985685.1|ARO:3000906|TEM-36,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAR89359.1|ARO:3000990|TEM-128,gb|CAD09800.1|ARO:3000873|TEM-1,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABV31686.1|ARO:3001637|OXA-106,gb|XGJ10591.1|ARO:3008675|OXA-1265,99.635,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAB51421.1|ARO:3002686|catP,gb|AAA23018.1|ARO:3004454|Ccol_ACT_CHL,61.65,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAA31895.1|ARO:3002533|AAC(3)-IIa,gb|ABS70977.1|ARO:3004623|AAC(3)-IId,96.503,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AFG25462.1|ARO:3002220|IMP-29,gb|WIF03690.1|ARO:3008216|IMP-101,92.683,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAY43207.1|ARO:3002338|GES-9,gb|UUT09019.1|ARO:3007834|GES-56,99.303,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AET05999.1|ARO:3002300|VIM-30,gb|WP_136512108.1|ARO:3005511|VIM-63,99.248,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAA28198.1|ARO:3002454|LEN-1,gb|AYW19907.1|ARO:3004847|LEN-51,99.278,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAP22974.1|ARO:3002336|GES-7,gb|WP_197749401.1|ARO:3006175|GES-46,99.652,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|APY23677.1|ARO:3001051|TEM-191,gb|AEL79515.1|ARO:3001049|TEM-189,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAA19882.1|ARO:3003562|blaF,gb|AAP97895.1|ARO:3005111|blaS1,70.307,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ98570.1|ARO:3003071|mphF,gb|BAL43359.1|ARO:3003742|mphG,38.732,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AFQ23962.1|ARO:3001195|SHV-156,gb|WKB12817.1|ARO:3009051|SHV-232,98.951,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AEL17198.1|ARO:3001048|TEM-188,gb|CAA71323.1|ARO:3000917|TEM-48,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAN63648.1|ARO:3000844|TUS-1,gb|WP_060874262.1|ARO:3006952|MOC-1,75.806,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAA63714.1|ARO:3002364|PER-2,gb|WP_156404659.1|ARO:3006135|PER-14,99.675,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAL29436.1|ARO:3000951|TEM-84,gb|CAD09800.1|ARO:3000873|TEM-1,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AFV48348.1|ARO:3002324|KPC-14,gb|WDQ79090.1|ARO:3008285|KPC-159,99.656,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABQ51091.1|ARO:3002039|CMY-28,gb|CAB36900.1|ARO:3002018|CMY-7,99.738,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AGJ01153.1|ARO:3002326|KPC-16,gb|AGJ01154.1|ARO:3002327|KPC-17,99.659,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABV71246.1|ARO:3001633|OXA-79,gb|EMM9379972.1|ARO:3008732|OXA-955,99.635,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ADK34116.1|ARO:3001662|OXA-164,gb|ABO33299.1|ARO:3001647|OXA-97,99.286,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAA26685.1|ARO:3002542|AAC(3)-VIIIa,gb|AAA25334.1|ARO:3002543|AAC(3)-IXa,62.724,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ACK43806.1|ARO:3002617|aadA17,gb|ABG72894.1|ARO:3002621|aadA24,93.05,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABY91281.1|ARO:3001930|CTX-M-69,gb|WP_069280706.1|ARO:3005613|CTX-M-190,98.969,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAA73933.1|ARO:3000921|TEM-52,gb|WP_075985686.1|ARO:3005256|TEM-225,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAK27847.1|ARO:3002196|IMP-5,gb|WIF03690.1|ARO:3008216|IMP-101,99.593,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAA54602.1|ARO:3002155|FOX-1,gb|WP_063860495.1|ARO:3002165|FOX-12,98.691,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAF05311.2|ARO:3001872|CTX-M-9,gb|WP_109545069.1|ARO:3005637|CTX-M-214,99.656,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABB59946.1|ARO:3001943|CTX-M-82,gb|AAL02127.1|ARO:3001878|CTX-M-15,99.656,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AIL92328.1|ARO:3003175|CARB-19,gb|AIL92327.1|ARO:3003174|CARB-18,99.647,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CDA01504.1|ARO:3002460|LEN-10,gb|WP_008804981.1|ARO:3006932|LEN-27,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AWU66463.1|ARO:3004867|NDM-24,gb|QVU28093.1|ARO:3007211|NDM-34,99.259,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CBY80143.1|ARO:3002296|VIM-26,gb|WP_094009807.1|ARO:3005500|VIM-52,99.624,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AHL30273.1|ARO:3001572|OXA-386,gb|UOX08353.1|ARO:3008535|OXA-1117,99.27,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAP01453.1|ARO:3001620|OXA-75,gb|AJD07404.1|ARO:3001599|OXA-408,99.27,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAQ16660.2|ARO:3002024|CMY-13,gb|WP_063859654.1|ARO:3002118|CMY-106,98.425,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ28994.1|ARO:3001822|ACT-2,gb|UMO60338.1|ARO:3007888|ACT-105,99.738,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAL79576.1|ARO:3001096|SHV-38,gb|WPM90269.1|ARO:3009056|SHV-237,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABF50909.1|ARO:3002521|OCH-8,gb|CAC17626.1|ARO:3002519|OCH-6,98.718,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AIS67768.1|ARO:3003152|SHV-185,gb|WP_065419573.1|ARO:3005223|SHV-194,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAT36613.1|ARO:3002281|VIM-11,gb|AAG27703.1|ARO:3002273|VIM-3,99.624,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAV97952.1|ARO:3001909|CTX-M-47,gb|WP_168247878.1|ARO:3005658|CTX-M-235,99.313,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CCW43444.1|ARO:3002255|CARB-16,gb|WP_068981631.1|ARO:3005583|CARB-49,99.664,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAC67290.1|ARO:3000962|TEM-95,gb|CAD09800.1|ARO:3000873|TEM-1,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CCJ32595.1|ARO:3001672|OXA-120,gb|ULU82623.1|ARO:3008492|OXA-1074,99.635,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAS19171.1|ARO:3000997|TEM-133,gb|AAD22538.1|ARO:3000922|TEM-53,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAM52207.1|ARO:3000969|TEM-106,gb|CAG25427.1|ARO:3000999|TEM-135,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAD03491.1|ARO:3002562|AAC(6')-Is,gb|AAD03496.1|ARO:3002568|AAC(6')-Ix,90.411,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AFU25739.1|ARO:3002351|GES-22,gb|WP_111273848.1|ARO:3006164|GES-35,99.652,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAD37403.1|ARO:3003202|TLA-1,gb|BAQ22139.1|ARO:3003204|TLA-3,91.262,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABV26707.1|ARO:3002850|arr-5,gb|AAC05822.1|ARO:3002846|arr-1,53.435,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAM52215.1|ARO:3000970|TEM-107,gb|WP_075985686.1|ARO:3005256|TEM-225,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AFK08538.1|ARO:3002084|CMY-71,gb|BDT38920.1|ARO:3008120|CMY-183,99.475,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AET99223.1|ARO:3001977|CTX-M-117,gb|AAL02127.1|ARO:3001878|CTX-M-15,99.656,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AGC50805.1|ARO:3002305|VIM-35,gb|WP_111672914.1|ARO:3005505|VIM-57,99.248,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ADY06444.1|ARO:3001783|OXA-163,gb|WP_136512084.1|ARO:3005991|OXA-788,99.617,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ACE63186.1|ARO:3001702|OXA-133,gb|WP_075040046.1|ARO:3006016|OXA-817,99.634,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAB37395.2|ARO:3001068|SHV-9,gb|CAA39164.1|ARO:3001064|SHV-5,98.601,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAX51233.1|ARO:3001622|OXA-77,gb|UOX08353.1|ARO:3008535|OXA-1117,99.27,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ19616.1|ARO:3002441|OKP-B-8,gb|WP_114508147.1|ARO:3006149|OKP-B-40,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ADM61585.1|ARO:3001047|TEM-187,gb|AAN04881.1|ARO:3000978|TEM-115,99.298,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAP12355.2|ARO:3002439|OKP-B-6,gb|WP_122543028.1|ARO:3006144|OKP-B-22,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABC88434.1|ARO:3002213|IMP-22,gb|WP_063860618.1|ARO:3005465|IMP-58,99.593,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ47137.2|ARO:3001136|SHV-82,gb|WKB12817.1|ARO:3009051|SHV-232,98.951,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAK58418.1|ARO:3001426|OXA-32,gb|ULU82657.1|ARO:3008500|OXA-1082,99.273,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAY43008.1|ARO:3001903|CTX-M-41,gb|AJO16046.1|ARO:3003168|CTX-M-160,99.313,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAC95175.1|ARO:3001882|CTX-M-20,gb|BDD95705.1|ARO:3008142|CTX-M-253,99.313,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AFM55001.1|ARO:3001691|OXA-228,gb|ENV90372.1|ARO:3001756|OXA-301,99.638,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABW76138.1|ARO:3001767|OXA-137,gb|ALC79294.1|ARO:3003636|OXA-479,99.628,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABW76134.1|ARO:3001765|OXA-136,gb|ALC79286.1|ARO:3003627|OXA-471,99.628,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAA98298.1|ARO:3002545|AAC(6')-Ia,gb|BAM46120.1|ARO:3003677|AAC(6')-Iaj,70.492,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAA88422.1|ARO:3002530|AAC(3)-Ib,gb|AKN19287.1|ARO:3002578|AAC(6')-Ib7,38.889,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AJO16037.1|ARO:3002170|MIR-5,gb|WP_045409557.1|ARO:3002172|MIR-7,99.738,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAA66729.1|ARO:3001070|SHV-11,gb|WKB12817.1|ARO:3009051|SHV-232,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAL68923.1|ARO:3000973|TEM-110,gb|WP_102607453.1|ARO:3000881|TEM-9,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAG28256.1|ARO:3002160|FOX-7,gb|WP_063860495.1|ARO:3002165|FOX-12,98.953,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAQ03505.1|ARO:3001338|SHV-100,gb|AAG15384.1|ARO:3001086|SHV-28,95.652,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAN87151.1|ARO:3002618|aadA21,gb|ABG72894.1|ARO:3002621|aadA24,98.456,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AFQ31613.1|ARO:3002357|NDM-7,gb|QFZ95817.1|ARO:3005131|NDM-29,99.63,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ACV13198.1|ARO:3002290|VIM-20,gb|WP_114699277.1|ARO:3005508|VIM-60,99.624,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAB65358.1|ARO:3000939|TEM-73,gb|WP_165539487.1|ARO:3000901|TEM-31,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ19605.1|ARO:3002424|OKP-A-7,gb|CAJ19602.1|ARO:3002422|OKP-A-5,98.601,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAZ14083.2|ARO:3001012|TEM-145,gb|CAD09800.1|ARO:3000873|TEM-1,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ32373.2|ARO:3002262|IND-6,gb|WP_052769157.1|ARO:3005493|IND-16,87.448,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AFA51700.1|ARO:3001981|CTX-M-122,gb|WP_168247878.1|ARO:3005658|CTX-M-235,98.969,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ47130.2|ARO:3001129|SHV-75,gb|WP_065419573.1|ARO:3005223|SHV-194,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAA37052.1|ARO:3002995|ROB-1,gb|QSX93372.1|ARO:3007125|ROB-11,99.672,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ19599.1|ARO:3002420|OKP-A-3,gb|WP_023289605.1|ARO:3006141|OKP-A-17,98.601,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|CAA62957.1|ARO:3002013|CMY-2,gb|WP_111273851.1|ARO:3005184|CMY-162,99.738,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ACB54703.1|ARO:3002286|VIM-16,gb|WP_136512108.1|ARO:3005511|VIM-63,99.248,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AHL30272.1|ARO:3001571|OXA-385,gb|AIS39034.1|ARO:3001587|OXA-401,99.635,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABF47919.1|ARO:3001631|OXA-96,gb|ABO33299.1|ARO:3001647|OXA-97,99.286,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABA00479.1|ARO:3001859|IMI-2,gb|MDX7665057.1|ARO:3008208|IMI-10,99.658,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AFS44742.1|ARO:3001378|TEM-201,gb|WP_122630841.1|ARO:3005268|TEM-237,99.65,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AHA11124.1|ARO:3001548|OXA-361,gb|UOM32499.1|ARO:3008530|OXA-1112,94.928,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AFQ23959.1|ARO:3001192|SHV-153,gb|CAA39164.1|ARO:3001064|SHV-5,99.301,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AGW16410.1|ARO:3001516|OXA-328,gb|ENU09033.1|ARO:3001724|OXA-268,97.07,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ACQ82812.1|ARO:3002506|PDC-7,gb|WP_148044440.1|ARO:3006717|PDC-348,99.748,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|ABM54868.1|ARO:3002373|VEB-4,gb|AAK29174.1|ARO:3002371|VEB-2,99.666,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|AAT90847.1|ARO:3003557|SFB-1,gb|WP_011495276.1|ARO:3007017|SHD-1,53.623,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AEV91550.1|ARO:3001710|OXA-211,gb|WP_140423313.1|ARO:3005864|OXA-644,98.175,90_to_100,antibiotic inactivation,antibiotic inactivation,1
gb|BAM84089.1|ARO:3002358|NDM-8,gb|AJP18054.1|ARO:3003183|NDM-14,99.63,90_to_100,antibiotic inactivation,antibiotic inactivation,1
