query_id,pident,true_label,pred_label_embedding,embedding_correct,blast_correct
gb|AAK99775.1|ARO:3000614|mef(E),34.694000,antibiotic efflux,antibiotic target alteration,0,0
gb|QNR09091.1|ARO:3007044|mef(F),24.185000,antibiotic efflux,antibiotic target alteration,0,0
gb|NP_217372.1|ARO:3007659|Rv2856,26.087000,antibiotic efflux,antibiotic target alteration,0,0
gb|NP_216393.1|ARO:3007662|Rv1877,30.960000,antibiotic efflux,antibiotic target alteration,0,1
gb|AMD83542.1|ARO:3007669|aadT,25.000000,antibiotic efflux,antibiotic target alteration,0,1
gb|WPF67354.1|ARO:3007838|tet(65),30.682000,antibiotic efflux,antibiotic target alteration,0,0
gb|AAP74657.1|ARO:3000600|Erm(34),50.000000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AGH19769.1|ARO:3003198|rmtH,28.571000,antibiotic target alteration,antibiotic target alteration,1,1
gb|CAB60001.1|ARO:3000326|ErmE,34.000000,antibiotic target alteration,antibiotic target alteration,1,1
gb|BAH45481.1|ARO:3002815|clbB,25.455000,antibiotic target alteration,antibiotic target alteration,1,0
gb|BAA03674.1|ARO:3001300|myrA,43.333000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AEP40500.1|ARO:3002912|vanN,33.429000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAA99931.1|ARO:3003060|tsnR,27.848000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAB05622.1|ARO:3002921|vanR_in_vanB_cl,34.404000,antibiotic target alteration,antibiotic target alteration,1,0
gb|AAA99503.1|ARO:3003250|bcrC,26.984000,antibiotic target alteration,antibiotic target alteration,1,1
gb|BAF80809.1|ARO:3002665|npmA,29.268000,antibiotic target alteration,antibiotic target alteration,1,1
gb|CAM96571.1|ARO:3004605|ermZ,29.487000,antibiotic target alteration,antibiotic target alteration,1,1
gb|CAA66307.2|ARO:3000592|ErmN,26.190000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAC36915.1|ARO:3000593|ErmQ,34.146000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAS79458.1|ARO:3001302|chrB,26.263000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAR84672.1|ARO:3002925|vanR_in_vanF_cl,36.726000,antibiotic target alteration,antibiotic target alteration,1,0
gb|ABA71732.1|ARO:3003069|vanXY_in_vanG,37.037000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ABX54687.1|ARO:3002910|vanL,37.465000,antibiotic target alteration,antibiotic target alteration,1,1
gb|CAA44667.1|ARO:3001305|ErmU,26.471000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAA24786.1|ARO:3000368|vanC,36.782000,antibiotic target alteration,antibiotic target alteration,1,1
gb|CCP44758.1|ARO:3000392|Erm(37),38.710000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAD12162.1|ARO:3001299|Sfra_tlrB_TYL,25.974000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ABX54691.1|ARO:3002927|vanR_in_vanL_cl,31.441000,antibiotic target alteration,antibiotic target alteration,1,0
gb|AGZ55247.1|ARO:3002814|clbA,26.374000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAA88675.1|ARO:3000498|ErmF,33.333000,antibiotic target alteration,antibiotic target alteration,1,1
gb|BAE78116.1|ARO:3003576|eptA,29.032000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAB05624.1|ARO:3002956|vanY_in_vanB_cl,25.000000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAL27443.1|ARO:3002967|vanXY_in_vanE,31.579000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAO82019.1|ARO:3004254|vanV_in_vanB_cl,37.500000,antibiotic target alteration,antibiotic target alteration,1,1
gb|CAL64019.1|ARO:3003441|cfrA,37.143000,antibiotic target alteration,antibiotic target alteration,1,1
gb|CBY77552.1|ARO:3003106|Erm(42),26.667000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAA26742.1|ARO:3001304|ErmS,26.786000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAA65953.1|ARO:3002919|vanR_in_vanA_cl,35.371000,antibiotic target alteration,antibiotic target alteration,1,0
gb|AAM09849.1|ARO:3000005|vanD,37.571000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AHA41499.1|ARO:3002948|vanH_in_vanO_cl,30.263000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAA98296.1|ARO:3000250|ErmC,26.596000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAL68827.1|ARO:3000605|Erm(36),24.286000,antibiotic target alteration,antibiotic target alteration,1,1
gb|CAP07796.1|ARO:3000860|rmtB,39.024000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAC75089.1|ARO:3003577|ugd,30.357000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAF86642.1|ARO:3002933|vanS_in_vanC_cl,25.893000,antibiotic target alteration,antibiotic target alteration,1,1
gb|CAA26964.1|ARO:3000347|ErmA,35.000000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAC37034.1|ARO:3000522|ErmG,24.800000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAN86837.2|ARO:3000601|Erm(38),26.667000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AHH83938.1|ARO:3000013|vanB,36.544000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAA22597.1|ARO:3000495|ErmD,47.619000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAM09851.1|ARO:3002923|vanR_in_vanD_cl,32.035000,antibiotic target alteration,antibiotic target alteration,1,0
gb|CAA11706.1|ARO:3001303|ErmO-srmA,61.538000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAC69327.1|ARO:3000598|Erm(31),34.615000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ABA71731.1|ARO:3002909|vanG,34.916000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAB51440.1|ARO:3002824|ErmV,30.952000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAC32026.1|ARO:3002823|ErmH,25.806000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAS76623.1|ARO:3004606|erm(40),28.846000,antibiotic target alteration,antibiotic target alteration,1,0
gb|AAC69328.1|ARO:3001265|Erm(30),39.286000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAA98096.1|ARO:3000595|ErmT,27.500000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AGE00988.1|ARO:3002668|rmtG,44.444000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ADC55560.1|ARO:3000858|armA,38.000000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAK07612.2|ARO:3000604|Erm(35),35.294000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAM09850.1|ARO:3002944|vanH_in_vanD_cl,26.230000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AIA09786.1|ARO:3000861|rmtC,45.833000,antibiotic target alteration,antibiotic target alteration,1,1
gb|CCF55073.1|ARO:3003205|Erm(43),37.500000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAF86219.1|ARO:3000375|ErmB,27.451000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAU93796.1|ARO:3000594|ErmR,47.368000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAL27442.1|ARO:3002907|vanE,35.083000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAF36804.1|ARO:3002952|vanX_in_vanF_cl,33.333000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAF86641.1|ARO:3002922|vanR_in_vanC_cl,36.283000,antibiotic target alteration,antibiotic target alteration,1,0
gb|AAM09852.1|ARO:3003070|vanX_in_vanD_cl,28.049000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAL27446.1|ARO:3002935|vanS_in_vanE_cl,26.267000,antibiotic target alteration,antibiotic target alteration,1,1
gb|BAD63613.1|ARO:3002816|clbC,27.500000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAG06942.1|ARO:3002985|arnA,26.772000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ABA71733.1|ARO:3002972|vanT_in_vanG_cl,25.758000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ABA71727.1|ARO:3002926|vanR_in_vanG_cl,33.047000,antibiotic target alteration,antibiotic target alteration,1,0
gb|AAR92235.1|ARO:3000602|Erm(39),37.209000,antibiotic target alteration,antibiotic target alteration,1,1
gb|BAA03402.1|ARO:3001306|ErmW,25.439000,antibiotic target alteration,antibiotic target alteration,1,1
gb|CAC86410.1|ARO:3000599|Erm(33),31.429000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AHA41500.1|ARO:3002913|vanO,39.385000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAF36803.1|ARO:3002908|vanF,36.565000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAB05628.1|ARO:3002950|vanX_in_vanB_cl,45.000000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAF36802.1|ARO:3002945|vanH_in_vanF_cl,37.500000,antibiotic target alteration,antibiotic target alteration,1,1
gb|BAB20748.1|ARO:3002825|ErmY,36.364000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AHA41501.1|ARO:3002954|vanX_in_vanO_cl,33.333000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ACL82959.1|ARO:3002961|vanY_in_vanM_cl,29.310000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAC76093.1|ARO:3002986|bacA,24.038000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ABY64751.1|ARO:3002667|rmtD,29.231000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AFJ11385.1|ARO:3002666|rmtF,31.579000,antibiotic target alteration,antibiotic target alteration,1,1
gb|BAC20579.1|ARO:3000859|rmtA,25.600000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ACL82961.1|ARO:3002911|vanM,36.286000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAF36805.1|ARO:3002958|vanY_in_vanF_cl,21.324000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAA65954.1|ARO:3002931|vanS_in_vanA_cl,27.632000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAA65956.1|ARO:3000010|vanA,36.592000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ABW06859.1|ARO:3000603|Erm(41),31.148000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_063978071.1|ARO:3000862|sgm,34.783000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAC75314.1|ARO:3003578|PmrF,21.951000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ACL82962.1|ARO:3002953|vanX_in_vanM_cl,22.727000,antibiotic target alteration,antibiotic target alteration,1,1
gb|CAX52582.1|ARO:3003324|Bsub_mprF,34.696000,antibiotic target alteration,antibiotic target alteration,1,1
gb|CAB45459.1|ARO:3002914|vanJ,40.909000,antibiotic target alteration,antibiotic target alteration,1,1
gb|KTE89608.1|ARO:3003723|vanI,35.097000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AJD73064.1|ARO:3001301|RlmA(II),30.159000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ACM47284.1|ARO:3002934|vanS_in_vanD_cl,27.397000,antibiotic target alteration,antibiotic target alteration,1,1
gb|CAC99773.1|ARO:3003770|Lmon_mprF,29.265000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAN33774.1|ARO:3003772|Bsui_mprF,37.184000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ABG86067.1|ARO:3003773|Cper_mprF,40.940000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAN00989.1|ARO:3003774|Saga_mprF,27.836000,antibiotic target alteration,antibiotic target alteration,1,1
gb|BAE85478.1|ARO:3003728|vanR_in_vanI_cl,34.498000,antibiotic target alteration,antibiotic target alteration,1,0
gb|ACL19707.1|ARO:3003725|vanX_in_vanI_cl,41.379000,antibiotic target alteration,antibiotic target alteration,1,1
gb|OPG86592.1|ARO:3004626|Erm(49),26.437000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_010896559.1|ARO:3004643|Erm(K),28.235000,antibiotic target alteration,antibiotic target alteration,1,0
gb|CDF47262.1|ARO:3004649|cfr(B),37.143000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ANZ79476.1|ARO:3003908|Erm(47),22.535000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ACX65640.1|ARO:3003907|cipA,24.299000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAA26779.1|ARO:3004652|Erm(O)-lrm,34.286000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ASU10319.1|ARO:3004662|MCR-3.3,24.742000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAL02176.1|ARO:3004669|emtA,22.807000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AVZ47168.1|ARO:3004693|MCR-3.12,24.742000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ADW66527.1|ARO:3004677|rmtD2,27.692000,antibiotic target alteration,antibiotic target alteration,1,1
gb|APB03216.1|ARO:3003982|LlmA_23S_CLI,21.905000,antibiotic target alteration,antibiotic target alteration,1,1
gb|APM84488.1|ARO:3004685|MCR-1.5,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ATM29809.1|ARO:3004688|MCR-1.11,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_001572373.1|ARO:3004684|MCR-9.1,46.667000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ADA63498.1|ARO:3004678|rmtE,32.727000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AQQ11622.1|ARO:3004686|MCR-1.7,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|BBB21811.1|ARO:3004689|MCR-1.12,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AVK94777.1|ARO:3004694|MCR-4.2,29.268000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ALD03565.1|ARO:3004679|rmtE2,32.727000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AQY61516.1|ARO:3004687|MCR-1.8,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AVM85874.1|ARO:3004690|MCR-1.13,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AUI38915.1|ARO:3004695|MCR-4.3,27.536000,antibiotic target alteration,antibiotic target alteration,1,1
gb|SBZ31568.1|ARO:3004691|MCR-3.4,31.818000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AVK94779.1|ARO:3004696|MCR-4.4,29.268000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AVK94778.1|ARO:3004697|MCR-4.5,29.268000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AVM85875.1|ARO:3004698|MCR-5.2,50.000000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAN28945.1|ARO:3003785|Ctra_murA_FOF,37.701000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_063964000.1|ARO:3004102|kamB,21.154000,antibiotic target alteration,antibiotic target alteration,1,1
gb|CAL84423.1|ARO:3004146|cfrC,25.676000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ANR95875.1|ARO:3004194|MCR-1.2,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|BAD59497.1|ARO:3000501|rpoB2,83.348000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAF94731.1|ARO:3004364|almG,31.818000,antibiotic target alteration,antibiotic target alteration,1,1
gb|EGE18576.1|ARO:3004466|ICR-Mc,34.884000,antibiotic target alteration,antibiotic target alteration,1,0
gb|AUN87920.1|ARO:3004500|MCR-3.11,27.027000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ASK49942.1|ARO:3004501|MCR-6.1,24.031000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ASK49941.1|ARO:3004502|MCR-2.2,24.031000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AST36140.1|ARO:3004503|MCR-3.6,24.742000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ATQ63376.1|ARO:3004504|MCR-3.10,24.742000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ASU04896.1|ARO:3004505|MCR-3.5,27.027000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ASK49940.1|ARO:3004506|MCR-1.10,33.333000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AVA31022.1|ARO:3004507|MCR-1.9,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AST36144.1|ARO:3004508|MCR-3.9,24.742000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AST36143.1|ARO:3004509|MCR-3.8,24.742000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AST36141.1|ARO:3004510|MCR-3.7,24.742000,antibiotic target alteration,antibiotic target alteration,1,1
gb|OYN70668.1|ARO:3004511|MCR-3.2,27.027000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AQK48217.1|ARO:3004513|MCR-1.6,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ANJ15621.1|ARO:3004514|MCR-1.3,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|APM87143.1|ARO:3004515|MCR-1.4,40.000000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AUR80098.1|ARO:3004517|MCR-7.1,24.528000,antibiotic target alteration,antibiotic target alteration,1,1
gb|CAB37345.2|ARO:3004592|erm(32),25.974000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_082741435.1|ARO:3004569|ICR-Mo,28.000000,antibiotic target alteration,antibiotic target alteration,1,1
gb|CZT31773.1|ARO:3004094|Erm(48),41.935000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AJF36617.1|ARO:3004596|erm(46),30.909000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AIX48090.1|ARO:3004599|clcD,37.143000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AXY65402.1|ARO:3005021|cfr(D),33.962000,antibiotic target alteration,antibiotic target alteration,1,1
gb|CCI79240.1|ARO:3005047|eptB,22.642000,antibiotic target alteration,antibiotic target alteration,1,1
gb|CDO12042.1|ARO:3005053|ArnT,25.490000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAB60941.1|ARO:3005099|Spyo_ErmA_MLSb,33.333000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_242934127.1|ARO:3007274|MCR-10.5,29.885000,antibiotic target alteration,antibiotic target alteration,1,1
gb|MBO4158890.1|ARO:3007275|MCR-10.3,29.885000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAA65958.1|ARO:3002955|vanY_in_vanA_cl,47.368000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAF61331.1|ARO:3002966|vanXY_in_vanC,40.000000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAA65955.1|ARO:3002942|vanH_in_vanA_cl,25.000000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAA65957.1|ARO:3002949|vanX_in_vanA_cl,20.755000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAB05623.1|ARO:3002932|vanS_in_vanB_cl,25.926000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAB05626.1|ARO:3002943|vanH_in_vanB_cl,25.641000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAL27445.1|ARO:3002924|vanR_in_vanE_cl,32.895000,antibiotic target alteration,antibiotic target alteration,1,0
gb|AAD22403.1|ARO:3002970|vanT_in_vanC_cl,25.444000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAB05625.1|ARO:3002964|vanW_in_vanB_cl,23.377000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAL27444.1|ARO:3002971|vanT_in_vanE_cl,36.364000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAM09853.1|ARO:3002957|vanY_in_vanD_cl,23.810000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAF36806.1|ARO:3002963|vanZ_in_vanF_cl,35.714000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AAR84673.1|ARO:3002936|vanS_in_vanF_cl,28.638000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AKF16168.1|ARO:3003689|MCR-1.1,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ADP36409.1|ARO:3003730|Bbif_ileS_MUP,27.373000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AEY83581.1|ARO:3000510|Saur_mupB_MUP,30.795000,antibiotic target alteration,antibiotic target alteration,1,1
gb|CAA53189.1|ARO:3000521|Saur_mupA_MUP,30.135000,antibiotic target alteration,antibiotic target alteration,1,1
gb|MBO4150342.1|ARO:3007276|MCR-10.4,29.885000,antibiotic target alteration,antibiotic target alteration,1,1
gb|MBO4154571.1|ARO:3007277|MCR-10.2,29.885000,antibiotic target alteration,antibiotic target alteration,1,1
gb|CDL65151.1|ARO:3003971|Erm(44)v,37.931000,antibiotic target alteration,antibiotic target alteration,1,1
gb|SBV31106.1|ARO:3004110|MCR-2.1,24.031000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ASF81896.1|ARO:3004139|MCR-3.1,27.027000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ASR73329.1|ARO:3004325|MCR-4.1,29.268000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ASK40551.1|ARO:3004332|MCR-5.1,35.714000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_041777404.1|ARO:3004480|Bado_rpoB_RIF,64.944000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AVX52225.1|ARO:3004516|MCR-8.1,27.273000,antibiotic target alteration,antibiotic target alteration,1,1
gb|CEJ95855.1|ARO:3004595|erm(45),45.455000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_111273846.1|ARO:3007278|MCR-3.17,24.742000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ABX54689.1|ARO:3002973|vanTm_in_vanL,50.000000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ABA71729.1|ARO:3002959|vanY_in_vanG_cl,20.354000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ABA71728.1|ARO:3002937|vanS_in_vanG_cl,30.667000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AHA41504.1|ARO:3002941|vanS_in_vanO_cl,24.576000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AEP40501.1|ARO:3002969|vanXY_in_vanN,22.619000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ABX54692.1|ARO:3002938|vanS_in_vanL_cl,28.384000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ACL82957.1|ARO:3002928|vanR_in_vanM_cl,35.808000,antibiotic target alteration,antibiotic target alteration,1,0
gb|ABA71726.1|ARO:3004253|vanU_in_vanG_cl,26.923000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AEP40504.1|ARO:3002940|vanS_in_vanN_cl,32.900000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AEP40503.1|ARO:3002929|vanR_in_vanN_cl,34.222000,antibiotic target alteration,antibiotic target alteration,1,0
gb|ACL82958.1|ARO:3002939|vanS_in_vanM_cl,29.596000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ABX54690.1|ARO:3002974|vanTr_in_vanL,35.135000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ABA71730.1|ARO:3002965|vanW_in_vanG_cl,28.000000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AHA41505.1|ARO:3002930|vanR_in_vanO_cl,38.991000,antibiotic target alteration,antibiotic target alteration,1,0
gb|ACL82960.1|ARO:3002947|vanH_in_vanM_cl,26.829000,antibiotic target alteration,antibiotic target alteration,1,1
gb|ABX54688.1|ARO:3002968|vanXY_in_vanL,24.138000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AEP40502.2|ARO:3002975|vanT_in_vanN_cl,26.000000,antibiotic target alteration,antibiotic target alteration,1,0
gb|BAE83690.1|ARO:3003724|vanW_in_vanI_cl,26.016000,antibiotic target alteration,antibiotic target alteration,1,1
gb|BAE85481.1|ARO:3003727|vanK_in_vanI_cl,24.348000,antibiotic target alteration,antibiotic target alteration,1,1
gb|QQM99828.1|ARO:3007041|Erm(52),30.233000,antibiotic target alteration,antibiotic target alteration,1,1
gb|QKE44141.1|ARO:3007033|Erm(51),31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|BBJ25230.1|ARO:3007032|Erm(50),31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|UGY30527.1|ARO:3007070|MCR-1.33,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|QDO66747.1|ARO:3007137|mcr-10.1,29.885000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_116786830.1|ARO:3007279|MCR-1.15,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_034169413.1|ARO:3007280|MCR-1.26,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|QCT85452.1|ARO:3007281|MCR-5.4,35.714000,antibiotic target alteration,antibiotic target alteration,1,1
gb|MBY8651254.1|ARO:3007188|vanH_in_vanP_cl,34.884000,antibiotic target alteration,antibiotic target alteration,1,1
gb|MBY8651253.1|ARO:3007189|vanP,35.211000,antibiotic target alteration,antibiotic target alteration,1,1
gb|MBY8651252.1|ARO:3007190|vanX_in_vanP_cl,23.770000,antibiotic target alteration,antibiotic target alteration,1,1
gb|MBY8651251.1|ARO:3007191|vanR_in_vanP_cl,27.778000,antibiotic target alteration,antibiotic target alteration,1,0
gb|MBY8651250.1|ARO:3007192|vanS_in_vanP_cl,28.636000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_150823497.1|ARO:3007227|MCR-8.3,24.000000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_118860654.1|ARO:3007228|MCR-8.4,27.273000,antibiotic target alteration,antibiotic target alteration,1,1
gb|QIF88262.1|ARO:3007229|MCR-8.2,27.273000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_231236808.1|ARO:3007230|MCR-1.34,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|AXI82465.1|ARO:3007231|MCR-4.6,27.536000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_163397051.1|ARO:3007232|MCR-1.27,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_106743337.1|ARO:3007233|MCR-1.18,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_160164897.1|ARO:3007234|MCR-1.23,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_140423329.1|ARO:3007235|MCR-1.20,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_181464119.1|ARO:3007236|MCR-1.28,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_140423330.1|ARO:3007237|MCR-1.21,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_136512110.1|ARO:3007238|MCR-1.16,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_148044477.1|ARO:3007239|MCR-1.22,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_129336087.1|ARO:3007240|MCR-1.19,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_188331884.1|ARO:3007241|MCR-1.29,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_188331885.1|ARO:3007242|MCR-1.30,29.730000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_160164898.1|ARO:3007243|MCR-1.24,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
gb|WP_136512111.1|ARO:3007244|MCR-1.17,31.081000,antibiotic target alteration,antibiotic target alteration,1,1
