query_id,db_id,pident,identity_bin,true_label,pred_label_blast,blast_correct
gb|WP_001985623.1|ARO:3004578|Abau_AbuO,gb|AAO42740.1|ARO:3007123|tet(O/W/O),32.075,lt_40,antibiotic efflux,antibiotic target protection,0
gb|BAO09635.1|ARO:3001557|OXA-371_mut15_1,gb|AIM47095.1|ARO:3001589|OXA-403,82.418,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|BAO09635.1|ARO:3001557|OXA-371_mut30_1,gb|ABC61637.1|ARO:3001632|OXA-92,70.073,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|BAO09635.1|ARO:3001557|OXA-371_mut45_1,gb|CCJ32598.1|ARO:3001675|OXA-250,56.089,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|BAO09635.1|ARO:3001557|OXA-371_mut60_1,gb|WP_063862927.1|ARO:3003121|OXA-430,43.678,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AFA51699.1|ARO:3001980|CTX-M-121_mut15_1,gb|ADO17948.1|ARO:3001957|CTX-M-98,87.285,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AFA51699.1|ARO:3001980|CTX-M-121_mut30_1,gb|AFX60298.1|ARO:3001992|CTX-M-134,70.447,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AFA51699.1|ARO:3001980|CTX-M-121_mut45_1,gb|ADY02546.1|ARO:3001961|CTX-M-102,55.326,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AFA51699.1|ARO:3001980|CTX-M-121_mut60_1,gb|ADY02546.1|ARO:3001961|CTX-M-102,40.345,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAS48620.1|ARO:3002372|VEB-3_mut15_1,gb|AAK14293.1|ARO:3002378|VEB-9,87.919,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAS48620.1|ARO:3002372|VEB-3_mut30_1,gb|AAK14293.1|ARO:3002378|VEB-9,70.903,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAS48620.1|ARO:3002372|VEB-3_mut45_1,gb|AAK14293.1|ARO:3002378|VEB-9,56.757,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAA26652.1|ARO:3002835|lnuA_mut15_1,gb|AGT57825.1|ARO:3003762|lnuE,64.331,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAA26652.1|ARO:3002835|lnuA_mut30_1,gb|AGT57825.1|ARO:3003762|lnuE,50.625,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAA26652.1|ARO:3002835|lnuA_mut45_1,gb|AGT57825.1|ARO:3003762|lnuE,47.5,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAD58780.1|ARO:3001794|OXA-45_mut15_1,gb|AAB58555.1|ARO:3001413|OXA-18,59.677,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAD58780.1|ARO:3001794|OXA-45_mut30_1,gb|AAB58555.1|ARO:3001413|OXA-18,49.071,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAD58780.1|ARO:3001794|OXA-45_mut45_1,gb|AAB58555.1|ARO:3001413|OXA-18,35.484,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|CAD58780.1|ARO:3001794|OXA-45_mut60_1,gb|AAB58555.1|ARO:3001413|OXA-18,31.048,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|ACM67635.1|ARO:3001800|OXA-226_mut15_1,gb|AIG94927.1|ARO:3001606|OXA-415,82.909,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|ACM67635.1|ARO:3001800|OXA-226_mut30_1,gb|OPD39435.1|ARO:3005318|OXA-543,69.455,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ACM67635.1|ARO:3001800|OXA-226_mut45_1,gb|ABQ15112.1|ARO:3001802|OXA-141,56.727,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ACM67635.1|ARO:3001800|OXA-226_mut60_1,gb|OPD39435.1|ARO:3005318|OXA-543,38.433,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AIS67611.1|ARO:3003163|CTX-M-155_mut15_1,gb|AIS67613.1|ARO:3003165|CTX-M-157,80.756,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AIS67611.1|ARO:3003163|CTX-M-155_mut30_1,gb|AIS67613.1|ARO:3003165|CTX-M-157,72.125,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AIS67611.1|ARO:3003163|CTX-M-155_mut45_1,gb|AIS67613.1|ARO:3003165|CTX-M-157,55.326,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AIS67611.1|ARO:3003163|CTX-M-155_mut60_1,gb|AIS67612.1|ARO:3003164|CTX-M-156,44.097,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AIT76106.1|ARO:3002146|DHA-15_mut15_1,gb|CAA76196.1|ARO:3002132|DHA-1,84.697,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AIT76106.1|ARO:3002146|DHA-15_mut30_1,gb|CAA76196.1|ARO:3002132|DHA-1,69.577,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AIT76106.1|ARO:3002146|DHA-15_mut45_1,gb|CAA76196.1|ARO:3002132|DHA-1,52.973,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AIT76106.1|ARO:3002146|DHA-15_mut60_1,gb|AIT76103.1|ARO:3002148|DHA-17,40.369,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAI43424.1|ARO:3002415|OXY-6-3_mut15_1,gb|AAL78276.1|ARO:3002392|OXY-1-4,81.443,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAI43424.1|ARO:3002415|OXY-6-3_mut30_1,gb|AAL78276.1|ARO:3002392|OXY-1-4,76.307,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAI43424.1|ARO:3002415|OXY-6-3_mut45_1,gb|AAL78276.1|ARO:3002392|OXY-1-4,58.621,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAI43424.1|ARO:3002415|OXY-6-3_mut60_1,gb|ABS72342.1|ARO:3001151|SHV-102,24.597,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|ACC85616.1|ARO:3002804|FosA2_mut15_1,gb|ANQ03635.1|ARO:3005162|FosA7.5,69.853,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ACC85616.1|ARO:3002804|FosA2_mut30_1,gb|ANQ03635.1|ARO:3005162|FosA7.5,53.077,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ACC85616.1|ARO:3002804|FosA2_mut45_1,gb|ANQ03635.1|ARO:3005162|FosA7.5,43.651,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ACC85616.1|ARO:3002804|FosA2_mut60_1,gb|KKE03230.1|ARO:3004113|FosA7,36.09,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AAA26699.1|ARO:3002649|APH(3')-Va_mut15_1,gb|AAC32025.1|ARO:3002650|APH(3')-Vb,70.677,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAA26699.1|ARO:3002649|APH(3')-Va_mut30_1,gb|AAC32025.1|ARO:3002650|APH(3')-Vb,57.519,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAA26699.1|ARO:3002649|APH(3')-Va_mut45_1,gb|AAC32025.1|ARO:3002650|APH(3')-Vb,44.106,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAA26699.1|ARO:3002649|APH(3')-Va_mut60_1,gb|AAC32025.1|ARO:3002650|APH(3')-Vb,32.576,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AAG15269.1|ARO:3002528|AAC(3)-Ia_mut15_1,gb|CAD53575.1|ARO:3002531|AAC(3)-Ic,50.685,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAG15269.1|ARO:3002528|AAC(3)-Ia_mut30_1,gb|CAD53575.1|ARO:3002531|AAC(3)-Ic,45.946,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAG15269.1|ARO:3002528|AAC(3)-Ia_mut45_1,gb|CAD53575.1|ARO:3002531|AAC(3)-Ic,42.657,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAG15269.1|ARO:3002528|AAC(3)-Ia_mut60_1,gb|CAD53575.1|ARO:3002531|AAC(3)-Ic,30.894,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|CAI43422.1|ARO:3002413|OXY-6-1_mut15_1,gb|AAL78276.1|ARO:3002392|OXY-1-4,86.254,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAI43422.1|ARO:3002413|OXY-6-1_mut30_1,gb|AAL78276.1|ARO:3002392|OXY-1-4,62.199,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAI43422.1|ARO:3002413|OXY-6-1_mut45_1,gb|AAL78276.1|ARO:3002392|OXY-1-4,53.952,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAI43422.1|ARO:3002413|OXY-6-1_mut60_1,gb|AAL78276.1|ARO:3002392|OXY-1-4,37.631,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AIT76099.1|ARO:3002125|CMY-114_mut15_1,gb|AFK73452.1|ARO:3002094|CMY-81,86.352,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AIT76099.1|ARO:3002125|CMY-114_mut30_1,gb|AFK73452.1|ARO:3002094|CMY-81,70.789,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AIT76099.1|ARO:3002125|CMY-114_mut45_1,gb|AFK73452.1|ARO:3002094|CMY-81,56.43,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AIT76099.1|ARO:3002125|CMY-114_mut60_1,gb|AHA80104.1|ARO:3002115|CMY-103,38.992,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AAQ08905.1|ARO:3001808|OXA-60_mut15_1,gb|WP_102607463.1|ARO:3005326|OXA-571,76.015,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAQ08905.1|ARO:3001808|OXA-60_mut30_1,gb|QHT72948.1|ARO:3005094|OXA-898,69.145,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAQ08905.1|ARO:3001808|OXA-60_mut45_1,gb|BAQ55594.1|ARO:3003600|OXA-444,47.547,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAQ08905.1|ARO:3001808|OXA-60_mut60_1,gb|QHT72948.1|ARO:3005094|OXA-898,38.776,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ77809.1|ARO:3001650|OXA-90_mut15_1,gb|AHN07460.1|ARO:3001530|OXA-342,88.686,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ77809.1|ARO:3001650|OXA-90_mut30_1,gb|AJG01379.1|ARO:3003126|OXA-433,75.185,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ77809.1|ARO:3001650|OXA-90_mut45_1,gb|ADX07745.1|ARO:3001665|OXA-200,53.48,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ77809.1|ARO:3001650|OXA-90_mut60_1,gb|AJG01375.1|ARO:3003120|OXA-429,37.407,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AAG29813.1|ARO:3002380|SME-2_mut15_1,gb|AHA49908.1|ARO:3002382|SME-4,85.714,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAG29813.1|ARO:3002380|SME-2_mut30_1,gb|AHA49908.1|ARO:3002382|SME-4,69.728,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAG29813.1|ARO:3002380|SME-2_mut45_1,gb|AHA49908.1|ARO:3002382|SME-4,53.584,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAG29813.1|ARO:3002380|SME-2_mut60_1,gb|AAS92558.1|ARO:3002381|SME-3,38.889,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AAA25683.1|ARO:3002538|AAC(3)-IIIc_mut15_1,gb|CAA39184.1|ARO:3002536|AAC(3)-IIIa,38.29,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AAA25683.1|ARO:3002538|AAC(3)-IIIc_mut30_1,gb|CAA39184.1|ARO:3002536|AAC(3)-IIIa,36.641,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AAL79541.1|ARO:3002397|OXY-2-2_mut15_1,gb|CAB42614.1|ARO:3002399|OXY-2-4,83.448,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAL79541.1|ARO:3002397|OXY-2-2_mut30_1,gb|CAB42614.1|ARO:3002399|OXY-2-4,73.01,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAL79541.1|ARO:3002397|OXY-2-2_mut45_1,gb|CAB42614.1|ARO:3002399|OXY-2-4,55.556,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAL79541.1|ARO:3002397|OXY-2-2_mut60_1,gb|ACV44455.1|ARO:3002404|OXY-2-9,41.935,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ACS44783.1|ARO:3002188|MOX-5_mut15_1,gb|ACS44784.1|ARO:3002185|MOX-6,81.937,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|ACS44783.1|ARO:3002188|MOX-5_mut30_1,gb|ACS44785.1|ARO:3002189|MOX-7,63.969,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ACS44783.1|ARO:3002188|MOX-5_mut45_1,gb|ACS44785.1|ARO:3002189|MOX-7,49.738,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ACS44783.1|ARO:3002188|MOX-5_mut60_1,gb|ACS44785.1|ARO:3002189|MOX-7,35.31,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AGE11905.1|ARO:3000904|TEM-34_mut15_1,gb|CBX53726.1|ARO:3000910|TEM-40,88.462,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AGE11905.1|ARO:3000904|TEM-34_mut30_1,gb|AEL88240.1|ARO:3001050|TEM-190,65.385,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AGE11905.1|ARO:3000904|TEM-34_mut45_1,gb|CAA71324.1|ARO:3000918|TEM-49,54.545,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AGE11905.1|ARO:3000904|TEM-34_mut60_1,gb|WP_197749416.1|ARO:3005273|TEM-243,40.283,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAM86994.1|ARO:3001617|OXA-69_mut15_1,gb|ABC61637.1|ARO:3001632|OXA-92,84.307,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAM86994.1|ARO:3001617|OXA-69_mut30_1,gb|ABC61637.1|ARO:3001632|OXA-92,67.399,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAM86994.1|ARO:3001617|OXA-69_mut45_1,gb|ABC61637.1|ARO:3001632|OXA-92,56.18,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAM86994.1|ARO:3001617|OXA-69_mut60_1,gb|EOR02560.1|ARO:3004479|OXA-664,26.708,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AAO33760.1|ARO:3000879|TEM-7_mut15_1,gb|AAA25053.1|ARO:3000884|TEM-12,87.739,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAO33760.1|ARO:3000879|TEM-7_mut30_1,gb|ABM54870.1|ARO:3001026|TEM-160,71.595,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAO33760.1|ARO:3000879|TEM-7_mut45_1,gb|AAD22538.1|ARO:3000922|TEM-53,59.216,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAO33760.1|ARO:3000879|TEM-7_mut60_1,gb|AIS39742.1|ARO:3003157|TEM-219,42.912,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|BAA84973.1|ARO:3001082|SHV-24_mut15_1,gb|WP_088245226.1|ARO:3005209|SHV-198,81.469,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|BAA84973.1|ARO:3001082|SHV-24_mut30_1,gb|WP_122630868.1|ARO:3005251|SHV-213,69.825,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|BAA84973.1|ARO:3001082|SHV-24_mut45_1,gb|WP_004143591.1|ARO:3005227|SHV-206,57.343,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|BAA84973.1|ARO:3001082|SHV-24_mut60_1,gb|AAM28884.1|ARO:3000971|TEM-108,32.975,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|CCE94500.1|ARO:3001502|OXA-256_mut15_1,gb|AID67109.1|ARO:3001495|OXA-233,84.211,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CCE94500.1|ARO:3001502|OXA-256_mut30_1,gb|ABI63579.1|ARO:3001412|OXA-17,76.226,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CCE94500.1|ARO:3001502|OXA-256_mut45_1,gb|AFN20670.1|ARO:3001499|OXA-240,53.008,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CCE94500.1|ARO:3001502|OXA-256_mut60_1,gb|ABI63579.1|ARO:3001412|OXA-17,42.692,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AGW16412.1|ARO:3001518|OXA-330_mut15_1,gb|AGW16409.1|ARO:3001515|OXA-327,87.546,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AGW16412.1|ARO:3001518|OXA-330_mut30_1,gb|AGW16409.1|ARO:3001515|OXA-327,66.667,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AGW16412.1|ARO:3001518|OXA-330_mut45_1,gb|AGW16409.1|ARO:3001515|OXA-327,52.941,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AGW16412.1|ARO:3001518|OXA-330_mut60_1,gb|AGW83451.1|ARO:3001540|OXA-353,41.758,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ADM21467.1|ARO:3002053|CMY-42_mut15_1,gb|WP_190259774.1|ARO:3005177|CMY-173,86.579,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|ADM21467.1|ARO:3002053|CMY-42_mut30_1,gb|WP_032494240.1|ARO:3002119|CMY-107,67.979,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ADM21467.1|ARO:3002053|CMY-42_mut45_1,gb|WP_122630836.1|ARO:3005176|CMY-158,56.316,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|ADM21467.1|ARO:3002053|CMY-42_mut60_1,gb|WP_075985684.1|ARO:3005197|CMY-145,41.69,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AFJ11384.1|ARO:3002546|AAC(6')-Ib_mut15_1,gb|AAL38577.1|ARO:3002577|AAC(6')-Ib4,86.413,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AFJ11384.1|ARO:3002546|AAC(6')-Ib_mut30_1,gb|AAL38577.1|ARO:3002577|AAC(6')-Ib4,67.391,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AFJ11384.1|ARO:3002546|AAC(6')-Ib_mut45_1,gb|AAN41403.1|ARO:3002582|AAC(6')-Ib11,53.889,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AFJ11384.1|ARO:3002546|AAC(6')-Ib_mut60_1,gb|AAT74613.1|ARO:3003676|AAC(6')-Ib',37.079,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AFU25635.1|ARO:3002083|CMY-70_mut15_1,gb|AHL39324.1|ARO:3002095|CMY-82,81.842,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AFU25635.1|ARO:3002083|CMY-70_mut30_1,gb|AHA80102.1|ARO:3002113|CMY-101,69.737,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AFU25635.1|ARO:3002083|CMY-70_mut45_1,gb|AHL39324.1|ARO:3002095|CMY-82,57.105,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AFU25635.1|ARO:3002083|CMY-70_mut60_1,gb|AHA80102.1|ARO:3002113|CMY-101,37.36,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AFK80745.1|ARO:3002350|GES-21_mut15_1,gb|AAR97271.1|ARO:3002335|GES-6,82.578,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AFK80745.1|ARO:3002350|GES-21_mut30_1,gb|AEZ05108.1|ARO:3002349|GES-20,71.08,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AFK80745.1|ARO:3002350|GES-21_mut45_1,gb|BAP75641.1|ARO:3002353|GES-24,58.392,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AFK80745.1|ARO:3002350|GES-21_mut60_1,gb|AAR97271.1|ARO:3002335|GES-6,37.102,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AAN04883.1|ARO:3001099|SHV-41_mut15_1,gb|ANA06389.1|ARO:3001062|SHV-3,87.413,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAN04883.1|ARO:3001099|SHV-41_mut30_1,gb|AFN88952.1|ARO:3001185|SHV-145,71.329,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAN04883.1|ARO:3001099|SHV-41_mut45_1,gb|AIG51284.1|ARO:3001340|SHV-119,53.71,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAN04883.1|ARO:3001099|SHV-41_mut60_1,gb|AAP41944.1|ARO:3001108|SHV-51,38.754,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AHN53381.1|ARO:3001577|OXA-391_mut15_1,gb|AHN07456.1|ARO:3001527|OXA-339,86.131,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AHN53381.1|ARO:3001577|OXA-391_mut30_1,gb|AHN07456.1|ARO:3001527|OXA-339,68.978,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AHN53381.1|ARO:3001577|OXA-391_mut45_1,gb|ABX45062.1|ARO:3001445|OXA-123,52.015,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AHN53381.1|ARO:3001577|OXA-391_mut60_1,gb|AAW81341.1|ARO:3001618|OXA-70,41.961,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAR84298.1|ARO:3000996|TEM-132_mut15_1,gb|AAC32891.1|ARO:3000898|TEM-28,83.217,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAR84298.1|ARO:3000996|TEM-132_mut30_1,gb|AAC32891.1|ARO:3000898|TEM-28,68.182,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAR84298.1|ARO:3000996|TEM-132_mut45_1,gb|ABB84515.1|ARO:3001014|TEM-147,54.93,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAR84298.1|ARO:3000996|TEM-132_mut60_1,gb|ABB84515.1|ARO:3001014|TEM-147,39.161,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|CAH10847.1|ARO:3002620|aadA23_mut15_1,gb|CAK12750.1|ARO:3002619|aadA22,87.259,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAH10847.1|ARO:3002620|aadA23_mut30_1,gb|CAK12750.1|ARO:3002619|aadA22,68.627,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAH10847.1|ARO:3002620|aadA23_mut45_1,gb|CAK12750.1|ARO:3002619|aadA22,58.661,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AGT37351.1|ARO:3002360|NDM-10_mut15_1,gb|AKF43458.1|ARO:3003663|NDM-15,80.524,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AGT37351.1|ARO:3002360|NDM-10_mut30_1,gb|AYP70146.1|ARO:3004870|NDM-27,64.815,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AGT37351.1|ARO:3002360|NDM-10_mut45_1,gb|AYP70146.1|ARO:3004870|NDM-27,57.895,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AGT37351.1|ARO:3002360|NDM-10_mut60_1,gb|ASC49561.1|ARO:3004862|NDM-19,36.059,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AAN04884.1|ARO:3001100|SHV-42_mut15_1,gb|AEG79634.1|ARO:3001167|SHV-120,86.364,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAN04884.1|ARO:3001100|SHV-42_mut30_1,gb|ABX71158.1|ARO:3001153|SHV-104,72.378,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAN04884.1|ARO:3001100|SHV-42_mut45_1,gb|WP_122630875.1|ARO:3005252|SHV-221,50.526,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAN04884.1|ARO:3001100|SHV-42_mut60_1,gb|CAJ47136.2|ARO:3001135|SHV-81,37.413,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|AAK49460.1|ARO:3001429|OXA-35_mut15_1,gb|ADV41666.1|ARO:3001475|OXA-183,86.415,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAK49460.1|ARO:3001429|OXA-35_mut30_1,gb|CAL85435.1|ARO:3001439|OXA-101,69.173,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAK49460.1|ARO:3001429|OXA-35_mut45_1,gb|AAF72942.1|ARO:3001423|OXA-28,58.868,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAK49460.1|ARO:3001429|OXA-35_mut60_1,gb|ADV41666.1|ARO:3001475|OXA-183,45.076,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAF64386.1|ARO:3001076|SHV-18_mut15_1,gb|AAA87176.1|ARO:3001066|SHV-7,83.566,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|AAF64386.1|ARO:3001076|SHV-18_mut30_1,gb|WP_122630876.1|ARO:3005208|SHV-222,68.881,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAF64386.1|ARO:3001076|SHV-18_mut45_1,gb|SPD96731.1|ARO:3001063|SHV-4,56.446,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|AAF64386.1|ARO:3001076|SHV-18_mut60_1,gb|WP_122630865.1|ARO:3005226|SHV-208,36.101,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|CAA90432.1|ARO:3003026|fusH_mut15_1,gb|AAP43641.1|ARO:3001810|OXA-53,35.0,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|CAA90432.1|ARO:3003026|fusH_mut45_1,gb|ABA42118.2|ARO:3000866|oleI,27.66,lt_40,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ47134.2|ARO:3001133|SHV-79_mut15_1,gb|WP_063864668.1|ARO:3005239|SHV-193,85.915,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ47134.2|ARO:3001133|SHV-79_mut30_1,gb|AHA80958.1|ARO:3001356|SHV-172,74.205,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ47134.2|ARO:3001133|SHV-79_mut45_1,gb|ABN49111.1|ARO:3001146|SHV-94,56.842,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAJ47134.2|ARO:3001133|SHV-79_mut60_1,gb|WP_122630871.1|ARO:3005215|SHV-216,41.489,40_to_70,antibiotic inactivation,antibiotic inactivation,1
gb|CAA71322.1|ARO:3000916|TEM-47_mut15_1,gb|CAA71323.1|ARO:3000917|TEM-48,85.614,70_to_90,antibiotic inactivation,antibiotic inactivation,1
gb|CAA71322.1|ARO:3000916|TEM-47_mut30_1,gb|CAA71323.1|ARO:3000917|TEM-48,65.385,40_to_70,antibiotic inactivation,antibiotic inactivation,1
